title,username,text,clean_text,sentiment
Peter Pan & Wendy,GilaFilmID,"Yesterday, it turned out that there was already Peter Pan & Amp Wendy at @disneyplusid. Of all Disney's live action remake films, Peter Pan & Amp Wendy one of the most mingil waiting. Films from director David Lowery (The Green Knight, Pete Dragon) is enough so the strong reason why must be streaming ... https://t.co/y70s4pf6dx",yesterday it turned out that there was already peter pan amp wendy at of all disney s live action remake films peter pan amp wendy one of the most mingil waiting films from director david lowery the green knight pete dragon is enough so the strong reason why must be streaming,Neutral
Seasons,GilaFilmID,The first teaser trailer of the Dracula series with a duet creator Mark Gatis and Steven Moffat that we know this duet is a big success through the Sherlock series (we are still faithfully waiting for the 5th season). This Dracula Series will air on BBC One and Netflix with Jadwa ... https://t.co/kfb0igki30 https://t.co/nrzlttcvg2,the first teaser trailer of the dracula series with a duet creator mark gatis and steven moffat that we know this duet is a big success through the sherlock series we are still faithfully waiting for the 5th season this dracula series will air on bbc one and netflix with jadwa,Positive
Paradise,zavvi,Welcome back to Paradise City!  Burnout Paradise Remastered coming to PS4 &amp  Xbox One on March 16th  Pre-order here: https://t.co/GUeYmPPOG4  #BurnoutParadiseRemastered https://t.co/HjeIZLONwi,welcome back to paradise city! burnout paradise remastered coming to ps4 amp xbox one on march 16th pre order here,Positive
Layar,hafilova,"Ari Aster is crazy. Before 'Hereditary & Amp ""Midsommar"" exploded on the big screen he had begun his madness through ""The Strange Things About The Johnson's"". Having a premise 'sick' that never crossed the slightest from my normal brain. 3.5/5 https://t.co/gs8mzav0a4 """,ari aster is crazy before hereditary amp midsommar exploded on the big screen he had begun his madness through the strange things about the johnson s having a premise sick that never crossed the slightest from my normal brain 3 5 5,Negative
Seasons,sinema911,Anime Summer Anime began to fall #aldnoahzero #haikyuu #tokyoghoul and the new one can be rationed by the new Season 2 Tokyo Ghoul,anime summer anime began to fall and the new one can be rationed by the new season 2 tokyo ghoul,Negative
Seasons,djaycoholyc,#DJAYNACTICAL Watch Season 4 There is more!,watch season 4 there is more!,Positive
AKA,moviemenfes,MVS Drop your opinion about the Lady Wishhtledown Character aka Lambeturah London branch https://t.co/71n5qpw3yb,mvs drop your opinion about the lady wishhtledown character aka lambeturah london branch,Negative
65,akstanwyck,Spielberg @ 65 on Notebook http://t.co/Tmq0KMDn via @zite,spielberg 65 on notebook via,Negative
Layar,bicaraboxoffice,"POLLING OD 2019 #Roykiyoshitheuntoldstory (March 21, 2019) The number of screens on the first day is around 130 spectators in the first day ...",polling od 2019 march 21 2019 the number of screens on the first day is around 130 spectators in the first day,Neutral
Chasing the Dragon,GilaFilmID,"The latest poster 'Chasing The Dragon'. The film is predicted to dominate the Box Office in China in the year. This. The film that P, https://t.co/feedk0rvg2 https://t.co/qpqfj81b55",the latest poster chasing the dragon the film is predicted to dominate the box office in china in the year this the film that p,Positive
Seasons,djaycoholyc,"Now his position is as before. Sam, Dean and Cas.  Reboot plot can be an alternative season 11 anyway",now his position is as before sam dean and cas reboot plot can be an alternative season 11 anyway,Negative
You People,ErikDavis,"@ThePlaylist Ugh, the feud between all these people really sours you on such a great movie",ugh the feud between all these people really sours you on such a great movie,Negative
Tersanjung the Movie,moviemenfes,"I think this is one of the Worth to Watch Indo MVS! Who's Agree?

🎬 Saved up the movie https://t.co/f1errhomhg",i think this is one of the worth to watch indo mvs! who s agree? saved up the movie,Positive
Freestyle,ErikDavis,"Nerd Watch: 'Star Wars' Porn, Titanic Shower Curtain, Teleportation World Record, Paul Rudd Freestyle Rapping and More http://t.co/oX7oNVen",nerd watch star wars porn titanic shower curtain teleportation world record paul rudd freestyle rapping and more,Negative
Qorin,sinemagerbanget,"Horror is indeed one of the most effective mediums to convey an unlimited criticism, ending the imagination of the delivery himself.  The theme of our twin qorin - the companion who always whispered to the bad temptation, very appropriate for the context of this film. https://t.co/mqt96jqvmy",horror is indeed one of the most effective mediums to convey an unlimited criticism ending the imagination of the delivery himself the theme of our twin qorin the companion who always whispered to the bad temptation very appropriate for the context of this film,Positive
AKA,teppy87,Aaaaaak RT @__aih: Want to be closer to Jaka Aka Joe Taslim http://t.co/jn8kkj8m Where's the screams and screams ???,aaaaaak want to be closer to jaka aka joe taslim where s the screams and screams ???,Negative
Rise,zavvi,*OUT NOW* @DestinyTheGame: The Collection inc the new DLC Rise of Iron! To Felwinter Peak! https://t.co/hITsafMD5X https://t.co/9s1aeHsnIp https://t.co/VIs3xGZLwf,out now the collection inc the new dlc rise of iron! to felwinter peak!,Positive
Spider-Man- Across the Spider-Verse,slashfilm,Daniel Kaluuya is playing Spider-Punk in Spider-Man: Across the Spider-Verse. https://t.co/d1HlHTUqR4,daniel kaluuya is playing spider punk in spider man across the spider verse,Positive
Layar,AnakNonton,"#Seputarfilm The Chinese government allows The Hunger Games: Catching Fire Released November 21 (a day earlier than the US) at 3,000 screens.",the chinese government allows the hunger games catching fire released november 21 a day earlier than the us at 3 000 screens,Negative
Layar,WatchmenID,"How about the ghost? GA ITEREMIN.   Idk, somehow makeup ghostly there is something wrong, is the ghost of Korean adaptation like this? digesin in Jumpscare doang.   Btw, already in 2019 still in the era, yes Jumpscare with the face of the face of the ghost of one full screen? -_-",how about the ghost? ga iteremin idk somehow makeup ghostly there is something wrong is the ghost of korean adaptation like this? digesin in jumpscare doang btw already in 2019 still in the era yes jumpscare with the face of the face of the ghost of one full screen?,Negative
AKA,bicaraboxoffice,"@NestPrakasa From the beginning of its history in the comic, Wade Wilson aka Deadpool is a Slade Wilson aka Deathstroke parody.",from the beginning of its history in the comic wade wilson aka deadpool is a slade wilson aka deathstroke parody,Negative
Weathering,moviemenfes,Surprised how come mvs your name with the weathering with you huhu who is waiting for the next anime movie makoto shinkai that airs ntar november ?? https://t.co/nt0GH8IOCB,surprised how come mvs your name with the weathering with you huhu who is waiting for the next anime movie makoto shinkai that airs ntar november ??,Negative
Buya Hamka,WatchmenID,The process of making a set for the film Buya Hamka. https://t.co/kjpcjo4mwg,the process of making a set for the film buya hamka,Negative
Seasons,slashfilm,Sharpen up your ddakji skills: Netflix has officially announced #SquidGame season 2. https://t.co/6FYFFKR0it,sharpen up your ddakji skills netflix has officially announced season 2,Positive
Dallas Buyers Club,TarizSolis,"Good news! RT @yan_widjaya: Film Nominee 6 Oscar Dallas Buyers Club with a Strong Candidate Best Actor Matthew McConaughey, ready to circulate here!",good news! film nominee 6 oscar dallas buyers club with a strong candidate best actor matthew mcconaughey ready to circulate here!,Positive
Nimona,slashfilm,'Nimona' Movie Coming From 'Feast' Director Patrick Osborne http://t.co/Fqu8sja3eT http://t.co/1iJYRPriqG,nimona movie coming from feast director patrick osborne,Positive
Rise,moviemenfes,Woy gue just realized that it was a cobile in the one piece who was a big deal in Evil Dead Rise 😭😭 MVS https://t.co/OS6F81Z0YG,woy gue just realized that it was a cobile in the one piece who was a big deal in evil dead rise mvs,Negative
Seasons,BFI,"That voice, those eyes! Our Peter Lorre season begins today: http://t.co/PzComEDaKt http://t.co/NrBl77zkCq",that voice those eyes! our peter lorre season begins today,Positive
Army of the Dead,hafilova,"Ludwig Dieter the thief of a genius of ""Army of the Dead"" appeared full in the prequel-offs; ""Army of Thieves"" to Around Europe Breaking 3 Legendary Brangkas in the Fun Heist Movie dish. Although more can be weighing zombie, #armyofthieves & GT; #Armyofthedead. 3.5/5 https://t.co/iha8bkmbli",ludwig dieter the thief of a genius of army of the dead appeared full in the prequel offs army of thieves to around europe breaking 3 legendary brangkas in the fun heist movie dish although more can be weighing zombie gt 3 5 5,Positive
Seasons,ErikDavis,@jhoffman tis the season!,tis the season!,Positive
What If,moviemenfes,"So because there is no time to watch MVS Wanda Loki what if ... if you watch the complete review of the storyline, it is clearly not guis in 20 minutes? Which advice is to watch? https://t.co/qobofqgcza",so because there is no time to watch mvs wanda loki what if if you watch the complete review of the storyline it is clearly not guis in 20 minutes? which advice is to watch?,Negative
Your Place or Mine,slashfilm,Place your bets! https://t.co/p3T9VSlU5t,place your bets!,Positive
